difficulty	episode	section_id	box	item	drop_rate
vhard	1	Skyly	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Skyly	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Skyly	Ruins 3	Assist Barrier	0.0008544890582676089
vhard	1	Skyly	Ruins 3	AddSlot	0.0008544890582676089
vhard	1	Bluefull	Ruins 3	Vjaya	0.0021972709894311263
vhard	1	Bluefull	Ruins 3	Battle Verge	0.0021972709894311263
vhard	1	Bluefull	Ruins 3	Kaladbolg	0.0031737971308873937
vhard	1	Bluefull	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Bluefull	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Bluefull	Ruins 3	Assist Barrier	0.0008544890582676089
vhard	1	Purplenum	Ruins 3	H&S25 Justice	0.0021972709894311263
vhard	1	Purplenum	Ruins 3	Blade Dance	0.0021972709894311263
vhard	1	Purplenum	Ruins 3	Kaladbolg	0.0031737971308873937
vhard	1	Purplenum	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Purplenum	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Pinkal	Ruins 3	Ice Staff: Dagon	0.0021972709894311263
vhard	1	Pinkal	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Pinkal	Ruins 3	Assist Barrier	0.0008544890582676089
vhard	1	Pinkal	Ruins 3	Kaladbolg	0.0031737971308873937
vhard	1	Pinkal	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Redria	Ruins 3	Slicer of Assassin	0.0021972709894311263
vhard	1	Redria	Ruins 3	Crush Bullet	0.0021972709894311263
vhard	1	Redria	Ruins 3	Kaladbolg	0.0031737971308873937
vhard	1	Redria	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Redria	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Redria	Ruins 3	Amplifier of Yellow	0.0008544890582676089
vhard	1	Oran	Ruins 3	Bloody Art	0.0021972709894311263
vhard	1	Oran	Ruins 3	Flowen's Sword	0.0021972709894311263
vhard	1	Oran	Ruins 3	Kaladbolg	0.0031737971308873937
vhard	1	Oran	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Oran	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Yellowboze	Ruins 3	Kaladbolg	0.0021972709894311263
vhard	1	Yellowboze	Ruins 3	Custom Ray ver.OO	0.0021972709894311263
vhard	1	Yellowboze	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Yellowboze	Ruins 3	Slicer of Assassin	0.0031737971308873937
vhard	1	Whitill	Ruins 3	Diska of Liberator	0.0021972709894311263
vhard	1	Whitill	Ruins 3	M&A60 Vise	0.0021972709894311263
vhard	1	Whitill	Ruins 3	Kaladbolg	0.0031737971308873937
vhard	1	Whitill	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Whitill	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Whitill	Ruins 3	Assist Barrier	0.0008544890582676089
vhard	2	Greenill	VR Temple: Alpha	Amplifier of Resta	0.0008544890582676089
vhard	2	Skyly	VR Temple: Alpha	Amplifier of Resta	0.0008544890582676089
vhard	2	Bluefull	VR Temple: Alpha	Amplifier of Resta	0.0008544890582676089
vhard	2	Pinkal	VR Temple: Alpha	Amplifier of Zonde	0.0008544890582676089
vhard	2	Pinkal	VR Temple: Alpha	Amplifier of Resta	0.0008544890582676089
vhard	2	Redria	VR Temple: Alpha	Amplifier of Resta	0.0008544890582676089
vhard	2	Yellowboze	VR Temple: Alpha	Amplifier of Resta	0.0008544890582676089
vhard	2	Yellowboze	VR Temple: Alpha	Brionac	0.0031737971308873937
vhard	2	Whitill	VR Temple: Alpha	Amplifier of Resta	0.0008544890582676089
vhard	2	Viridia	VR Temple: Beta	Crush Bullet	0.0017089927196910141
vhard	2	Viridia	VR Temple: Beta	Berdys	0.0017089927196910141
vhard	2	Viridia	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Viridia	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Viridia	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Greenill	VR Temple: Beta	Visk-235W	0.0017089927196910141
vhard	2	Greenill	VR Temple: Beta	Edge	0.0017089927196910141
vhard	2	Greenill	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Greenill	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Greenill	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Skyly	VR Temple: Beta	Flowen's Sword	0.0017089927196910141
vhard	2	Skyly	VR Temple: Beta	Beam	0.0017089927196910141
vhard	2	Skyly	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Skyly	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Skyly	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Bluefull	VR Temple: Beta	Brionac	0.0017089927196910141
vhard	2	Bluefull	VR Temple: Beta	Pillar	0.0017089927196910141
vhard	2	Bluefull	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Bluefull	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Bluefull	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Purplenum	VR Temple: Beta	M&A60 Vise	0.0017089927196910141
vhard	2	Purplenum	VR Temple: Beta	Edge	0.0017089927196910141
vhard	2	Purplenum	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Purplenum	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Purplenum	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Purplenum	VR Temple: Beta	Amplifier of Barta	0.0008544890582676089
vhard	2	Pinkal	VR Temple: Beta	Fire Scepter: Agni	0.0017089927196910141
vhard	2	Pinkal	VR Temple: Beta	Berdys	0.0017089927196910141
vhard	2	Pinkal	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Pinkal	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Pinkal	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Redria	VR Temple: Beta	Sawcer	0.0017089927196910141
vhard	2	Redria	VR Temple: Beta	Launcher	0.0017089927196910141
vhard	2	Redria	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Redria	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Redria	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Oran	VR Temple: Beta	Blade Dance	0.0017089927196910141
vhard	2	Oran	VR Temple: Beta	Claymore	0.0017089927196910141
vhard	2	Oran	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Oran	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Oran	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Yellowboze	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Yellowboze	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Yellowboze	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Yellowboze	VR Temple: Beta	Crush Bullet	0.0031737971308873937
vhard	2	Yellowboze	VR Temple: Beta	AddSlot	0.0008544890582676089
vhard	2	Whitill	VR Temple: Beta	Slicer of Assassin	0.0017089927196910141
vhard	2	Whitill	VR Temple: Beta	Gatling	0.0017089927196910141
vhard	2	Whitill	VR Temple: Beta	DB's Saber	0.0017089927196910141
vhard	2	Whitill	VR Temple: Beta	Varista	0.0017089927196910141
vhard	2	Whitill	VR Temple: Beta	Club of Laconium	0.0017089927196910141
vhard	2	Whitill	VR Temple: Beta	AddSlot	0.0008544890582676089
vhard	2	Viridia	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
vhard	2	Viridia	VR Spaceship: Alpha	Amplifier of Anti	0.0008544890582676089
vhard	2	Skyly	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
vhard	2	Skyly	VR Spaceship: Alpha	Amplifier of Shifta	0.0008544890582676089
vhard	2	Bluefull	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
vhard	2	Purplenum	VR Spaceship: Alpha	Amplifier of Anti	0.0008544890582676089
vhard	2	Pinkal	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
vhard	2	Pinkal	VR Spaceship: Alpha	Amplifier of Shifta	0.0008544890582676089
vhard	2	Redria	VR Spaceship: Alpha	Amplifier of Shifta	0.0008544890582676089
vhard	2	Oran	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
vhard	2	Oran	VR Spaceship: Alpha	Amplifier of Anti	0.0008544890582676089
vhard	2	Yellowboze	VR Spaceship: Alpha	Amplifier of Shifta	0.0008544890582676089
vhard	2	Yellowboze	VR Spaceship: Alpha	Flowen's Sword	0.0031737971308873937
vhard	2	Whitill	VR Spaceship: Alpha	Amplifier of Foie	0.0008544890582676089
vhard	2	Whitill	VR Spaceship: Alpha	Amplifier of Shifta	0.0008544890582676089
vhard	2	Viridia	VR Spaceship: Beta	Amplifier of Gibarta	0.0008544890582676089
vhard	2	Greenill	VR Spaceship: Beta	Amplifier of Gibarta	0.0008544890582676089
vhard	2	Greenill	VR Spaceship: Beta	AddSlot	0.0008544890582676089
vhard	2	Purplenum	VR Spaceship: Beta	Amplifier of Gibarta	0.0008544890582676089
vhard	2	Yellowboze	VR Spaceship: Beta	Battle Verge	0.0031737971308873937
vhard	2	Viridia	Jungle North	Crush Bullet	0.0021972709894311263
vhard	2	Viridia	Jungle North	Gungnir	0.0021972709894311263
vhard	2	Viridia	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Viridia	Jungle North	Varista	0.0021972709894311263
vhard	2	Viridia	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Viridia	Jungle North	Red Barrier	0.0008544890582676089
vhard	2	Viridia	Jungle North	AddSlot	0.0008544890582676089
vhard	2	Greenill	Jungle North	Visk-235W	0.0021972709894311263
vhard	2	Greenill	Jungle North	Ripper	0.0021972709894311263
vhard	2	Greenill	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Greenill	Jungle North	Varista	0.0021972709894311263
vhard	2	Greenill	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Skyly	Jungle North	Flowen's Sword	0.0021972709894311263
vhard	2	Skyly	Jungle North	Laser	0.0021972709894311263
vhard	2	Skyly	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Skyly	Jungle North	Varista	0.0021972709894311263
vhard	2	Skyly	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Skyly	Jungle North	AddSlot	0.0008544890582676089
vhard	2	Bluefull	Jungle North	Brionac	0.0021972709894311263
vhard	2	Bluefull	Jungle North	Striker	0.0021972709894311263
vhard	2	Bluefull	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Bluefull	Jungle North	Varista	0.0021972709894311263
vhard	2	Bluefull	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Bluefull	Jungle North	Red Barrier	0.0008544890582676089
vhard	2	Bluefull	Jungle North	AddSlot	0.0008544890582676089
vhard	2	Purplenum	Jungle North	M&A60 Vise	0.0021972709894311263
vhard	2	Purplenum	Jungle North	Ripper	0.0021972709894311263
vhard	2	Purplenum	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Purplenum	Jungle North	Varista	0.0021972709894311263
vhard	2	Purplenum	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Purplenum	Jungle North	Amplifier of Gizonde	0.0008544890582676089
vhard	2	Pinkal	Jungle North	Fire Scepter: Agni	0.0021972709894311263
vhard	2	Pinkal	Jungle North	Gungnir	0.0021972709894311263
vhard	2	Pinkal	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Pinkal	Jungle North	Varista	0.0021972709894311263
vhard	2	Pinkal	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Redria	Jungle North	Diska	0.0021972709894311263
vhard	2	Redria	Jungle North	Arms	0.0021972709894311263
vhard	2	Redria	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Redria	Jungle North	Varista	0.0021972709894311263
vhard	2	Redria	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Redria	Jungle North	Red Barrier	0.0008544890582676089
vhard	2	Redria	Jungle North	AddSlot	0.0008544890582676089
vhard	2	Oran	Jungle North	Blade Dance	0.0021972709894311263
vhard	2	Oran	Jungle North	Calibur	0.0021972709894311263
vhard	2	Oran	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Oran	Jungle North	Varista	0.0021972709894311263
vhard	2	Oran	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Oran	Jungle North	AddSlot	0.0008544890582676089
vhard	2	Yellowboze	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Yellowboze	Jungle North	Varista	0.0021972709894311263
vhard	2	Yellowboze	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Yellowboze	Jungle North	Red Barrier	0.0008544890582676089
vhard	2	Whitill	Jungle North	Slicer of Assassin	0.0021972709894311263
vhard	2	Whitill	Jungle North	Vulcan	0.0021972709894311263
vhard	2	Whitill	Jungle North	DB's Saber	0.0021972709894311263
vhard	2	Whitill	Jungle North	Varista	0.0021972709894311263
vhard	2	Whitill	Jungle North	Club of Laconium	0.0021972709894311263
vhard	2	Viridia	Jungle East	Mag	0.006835737234260716
vhard	2	Viridia	Jungle East	Amplifier of Gifoie	0.0008544890582676089
vhard	2	Greenill	Jungle East	Mag	0.006835737234260716
vhard	2	Skyly	Jungle East	Mag	0.006835737234260716
vhard	2	Skyly	Jungle East	Amplifier of Gifoie	0.0008544890582676089
vhard	2	Bluefull	Jungle East	Mag	0.006835737234260716
vhard	2	Bluefull	Jungle East	Yellow Barrier	0.0008544890582676089
vhard	2	Bluefull	Jungle East	AddSlot	0.0008544890582676089
vhard	2	Purplenum	Jungle East	Mag	0.006835737234260716
vhard	2	Purplenum	Jungle East	AddSlot	0.0008544890582676089
vhard	2	Pinkal	Jungle East	Mag	0.006835737234260716
vhard	2	Redria	Jungle East	Mag	0.006835737234260716
vhard	2	Redria	Jungle East	Yellow Barrier	0.0008544890582676089
vhard	2	Redria	Jungle East	AddSlot	0.0008544890582676089
vhard	2	Oran	Jungle East	Mag	0.006835737234260716
vhard	2	Oran	Jungle East	Yellow Barrier	0.0008544890582676089
vhard	2	Yellowboze	Jungle East	Mag	0.006835737234260716
vhard	2	Yellowboze	Jungle East	Yellow Barrier	0.0008544890582676089
vhard	2	Yellowboze	Jungle East	M&A60 Vise	0.0031737971308873937
vhard	2	Yellowboze	Jungle East	AddSlot	0.0008544890582676089
vhard	2	Whitill	Jungle East	Mag	0.006835737234260716
vhard	2	Viridia	Mountain	Meteor Smash	0.0017089927196910141
vhard	2	Viridia	Mountain	Brionac	0.0017089927196910141
vhard	2	Viridia	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Viridia	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Viridia	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Viridia	Mountain	Amplifier of Deband	0.0008544890582676089
vhard	2	Greenill	Mountain	Wals-MK2	0.0017089927196910141
vhard	2	Greenill	Mountain	Blade Dance	0.0017089927196910141
vhard	2	Greenill	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Greenill	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Greenill	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Greenill	Mountain	Amplifier of Deband	0.0008544890582676089
vhard	2	Skyly	Mountain	Last Survivor	0.0017089927196910141
vhard	2	Skyly	Mountain	Visk-235W	0.0017089927196910141
vhard	2	Skyly	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Skyly	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Skyly	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Bluefull	Mountain	Vjaya	0.0017089927196910141
vhard	2	Bluefull	Mountain	Battle Verge	0.0017089927196910141
vhard	2	Bluefull	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Bluefull	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Bluefull	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Bluefull	Mountain	Amplifier of Razonde	0.0008544890582676089
vhard	2	Bluefull	Mountain	Amplifier of Deband	0.0008544890582676089
vhard	2	Purplenum	Mountain	H&S25 Justice	0.0017089927196910141
vhard	2	Purplenum	Mountain	Blade Dance	0.0017089927196910141
vhard	2	Purplenum	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Purplenum	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Purplenum	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Purplenum	Mountain	Amplifier of Deband	0.0008544890582676089
vhard	2	Pinkal	Mountain	Ice Staff: Dagon	0.0017089927196910141
vhard	2	Pinkal	Mountain	Brionac	0.0017089927196910141
vhard	2	Pinkal	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Pinkal	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Pinkal	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Redria	Mountain	Slicer of Assassin	0.0017089927196910141
vhard	2	Redria	Mountain	Crush Bullet	0.0017089927196910141
vhard	2	Redria	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Redria	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Redria	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Oran	Mountain	Bloody Art	0.0017089927196910141
vhard	2	Oran	Mountain	Flowen's Sword	0.0017089927196910141
vhard	2	Oran	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Oran	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Oran	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Oran	Mountain	Amplifier of Razonde	0.0008544890582676089
vhard	2	Oran	Mountain	Amplifier of Deband	0.0008544890582676089
vhard	2	Yellowboze	Mountain	Kaladbolg	0.0017089927196910141
vhard	2	Yellowboze	Mountain	Custom Ray ver.OO	0.0017089927196910141
vhard	2	Yellowboze	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Yellowboze	Mountain	Blade Dance	0.0031737971308873937
vhard	2	Whitill	Mountain	Diska of Liberator	0.0017089927196910141
vhard	2	Whitill	Mountain	M&A60 Vise	0.0017089927196910141
vhard	2	Whitill	Mountain	Kaladbolg	0.002685573101299817
vhard	2	Whitill	Mountain	Custom Ray ver.OO	0.002685573101299817
vhard	2	Whitill	Mountain	Mace of Adaman	0.002685573101299817
vhard	2	Whitill	Mountain	AddSlot	0.0008544890582676089
vhard	2	Viridia	Seaside 	AddSlot	0.0008544890582676089
vhard	2	Greenill	Seaside 	Blue Barrier	0.0008544890582676089
vhard	2	Greenill	Seaside 	AddSlot	0.0008544890582676089
vhard	2	Purplenum	Seaside 	Blue Barrier	0.0008544890582676089
vhard	2	Purplenum	Seaside 	AddSlot	0.0008544890582676089
vhard	2	Pinkal	Seaside 	Amplifier of Rabarta	0.0008544890582676089
vhard	2	Pinkal	Seaside 	Blue Barrier	0.0008544890582676089
vhard	2	Redria	Seaside 	AddSlot	0.0008544890582676089
vhard	2	Yellowboze	Seaside 	Visk-235W	0.0031737971308873937
vhard	2	Whitill	Seaside 	Amplifier of Rabarta	0.0008544890582676089
vhard	2	Whitill	Seaside 	Blue Barrier	0.0008544890582676089
vhard	2	Greenill	Seabed: Upper Levels	Recovery Barrier	0.0008544890582676089
vhard	2	Skyly	Seabed: Upper Levels	Recovery Barrier	0.0008544890582676089
vhard	2	Skyly	Seabed: Upper Levels	AddSlot	0.0008544890582676089
vhard	2	Bluefull	Seabed: Upper Levels	Recovery Barrier	0.0008544890582676089
vhard	2	Pinkal	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
vhard	2	Pinkal	Seabed: Upper Levels	Amplifier of Red 	0.0008544890582676089
vhard	2	Pinkal	Seabed: Upper Levels	Recovery Barrier	0.0008544890582676089
vhard	2	Oran	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
vhard	2	Yellowboze	Seabed: Upper Levels	Slicer of Assassin	0.0031737971308873937
vhard	2	Whitill	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
vhard	2	Whitill	Seabed: Upper Levels	Recovery Barrier	0.0008544890582676089
vhard	2	Viridia	Seabed: Lower Levels	Meteor Smash	0.0021972709894311263
vhard	2	Viridia	Seabed: Lower Levels	Brionac	0.0021972709894311263
vhard	2	Viridia	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Viridia	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Viridia	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Viridia	Seabed: Lower Levels	Assist Barrier	0.0008544890582676089
vhard	2	Greenill	Seabed: Lower Levels	Wals-MK2	0.0021972709894311263
vhard	2	Greenill	Seabed: Lower Levels	Blade Dance	0.0021972709894311263
vhard	2	Greenill	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Greenill	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Greenill	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Skyly	Seabed: Lower Levels	Last Survivor	0.0021972709894311263
vhard	2	Skyly	Seabed: Lower Levels	Visk-235W	0.0021972709894311263
vhard	2	Skyly	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Skyly	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Skyly	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Bluefull	Seabed: Lower Levels	Vjaya	0.0021972709894311263
vhard	2	Bluefull	Seabed: Lower Levels	Battle Verge	0.0021972709894311263
vhard	2	Bluefull	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Bluefull	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Bluefull	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Purplenum	Seabed: Lower Levels	H&S25 Justice	0.0021972709894311263
vhard	2	Purplenum	Seabed: Lower Levels	Blade Dance	0.0021972709894311263
vhard	2	Purplenum	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Purplenum	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Purplenum	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Purplenum	Seabed: Lower Levels	Assist Barrier	0.0008544890582676089
vhard	2	Pinkal	Seabed: Lower Levels	Ice Staff: Dagon	0.0021972709894311263
vhard	2	Pinkal	Seabed: Lower Levels	Brionac	0.0021972709894311263
vhard	2	Pinkal	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Pinkal	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Pinkal	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Redria	Seabed: Lower Levels	Slicer of Assassin	0.0021972709894311263
vhard	2	Redria	Seabed: Lower Levels	Crush Bullet	0.0021972709894311263
vhard	2	Redria	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Redria	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Redria	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Redria	Seabed: Lower Levels	Assist Barrier	0.0008544890582676089
vhard	2	Redria	Seabed: Lower Levels	AddSlot	0.0008544890582676089
vhard	2	Oran	Seabed: Lower Levels	Bloody Art	0.0021972709894311263
vhard	2	Oran	Seabed: Lower Levels	Flowen's Sword	0.0021972709894311263
vhard	2	Oran	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Oran	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Oran	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Oran	Seabed: Lower Levels	Assist Barrier	0.0008544890582676089
vhard	2	Oran	Seabed: Lower Levels	AddSlot	0.0008544890582676089
vhard	2	Yellowboze	Seabed: Lower Levels	Kaladbolg	0.0021972709894311263
vhard	2	Yellowboze	Seabed: Lower Levels	Custom Ray ver.OO	0.0021972709894311263
vhard	2	Yellowboze	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	2	Yellowboze	Seabed: Lower Levels	Amplifier of Yellow	0.0008544890582676089
vhard	2	Yellowboze	Seabed: Lower Levels	Assist Barrier	0.0008544890582676089
vhard	2	Yellowboze	Seabed: Lower Levels	Fire Scepter: Agni	0.0031737971308873937
vhard	2	Whitill	Seabed: Lower Levels	Diska of Liberator	0.0021972709894311263
vhard	2	Whitill	Seabed: Lower Levels	M&A60 Vise	0.0021972709894311263
vhard	2	Whitill	Seabed: Lower Levels	Kaladbolg	0.0031737971308873937
vhard	2	Whitill	Seabed: Lower Levels	Custom Ray ver.OO	0.0031737971308873937
vhard	2	Whitill	Seabed: Lower Levels	Mace of Adaman	0.0031737971308873937
vhard	4	Viridia	Crater East	Photon Crystal	0.0006103515625
vhard	4	Greenill	Crater East	Photon Crystal	0.0006103515625
vhard	4	Skyly	Crater East	Photon Crystal	0.0006103515625
vhard	4	Bluefull	Crater East	Photon Crystal	0.0006103515625
vhard	4	Purplenum	Crater East	Photon Crystal	0.0006103515625
vhard	4	Pinkal	Crater East	Photon Crystal	0.0006103515625
vhard	4	Redria	Crater East	Photon Crystal	0.0006103515625
vhard	4	Oran	Crater East	Photon Crystal	0.0006103515625
vhard	4	Yellowboze	Crater East	Photon Crystal	0.0006103515625
vhard	4	Whitill	Crater East	Photon Crystal	0.0006103515625
vhard	4	Viridia	Crater West	Photon Crystal	0.0006103515625
vhard	4	Greenill	Crater West	Photon Crystal	0.0006103515625
vhard	4	Skyly	Crater West	Photon Crystal	0.0006103515625
vhard	4	Bluefull	Crater West	Photon Crystal	0.0006103515625
vhard	4	Purplenum	Crater West	Photon Crystal	0.0006103515625
vhard	4	Pinkal	Crater West	Photon Crystal	0.0006103515625
vhard	4	Redria	Crater West	Photon Crystal	0.0006103515625
vhard	4	Oran	Crater West	Photon Crystal	0.0006103515625
vhard	4	Yellowboze	Crater West	Photon Crystal	0.0006103515625
vhard	4	Whitill	Crater West	Photon Crystal	0.0006103515625
vhard	4	Viridia	Crater South	Photon Crystal	0.0006103515625
vhard	4	Greenill	Crater South	Photon Crystal	0.0006103515625
vhard	4	Skyly	Crater South	Photon Crystal	0.0006103515625
vhard	4	Bluefull	Crater South	Photon Crystal	0.0006103515625
vhard	4	Purplenum	Crater South	Photon Crystal	0.0006103515625
vhard	4	Pinkal	Crater South	Photon Crystal	0.0006103515625
vhard	4	Redria	Crater South	Photon Crystal	0.0006103515625
vhard	4	Oran	Crater South	Photon Crystal	0.0006103515625
vhard	4	Yellowboze	Crater South	Photon Crystal	0.0006103515625
vhard	4	Whitill	Crater South	Photon Crystal	0.0006103515625
vhard	4	Viridia	Crater North	Photon Crystal	0.0006103515625
vhard	4	Greenill	Crater North	Photon Crystal	0.0006103515625
vhard	4	Skyly	Crater North	Photon Crystal	0.0006103515625
vhard	4	Bluefull	Crater North	Photon Crystal	0.0006103515625
vhard	4	Purplenum	Crater North	Photon Crystal	0.0006103515625
vhard	4	Pinkal	Crater North	Photon Crystal	0.0006103515625
vhard	4	Redria	Crater North	Photon Crystal	0.0006103515625
vhard	4	Oran	Crater North	Photon Crystal	0.0006103515625
vhard	4	Yellowboze	Crater North	Photon Crystal	0.0006103515625
vhard	4	Whitill	Crater North	Photon Crystal	0.0006103515625
